word,true_label,predictions
the,B,B
first,I,I
in,I,I
July,I,I
",",I,I
1542,I,I
.,O,O
I,O,O
offryd,O,O
him,O,O
to,O,O
geve,O,O
him,O,O
part,O,O
of,O,O
the,O,O
monney,O,O
to,O,O
provide,O,O
you,O,O
thear,O,O
",",O,O
but,O,O
he,O,O
wolde,O,O
not,O,O
here,O,O
of,O,O
that,O,O
syde,O,O
;,O,O
he,O,O
ys,O,O
to,O,O
crafty,O,O
to,O,O
be,O,O
syrcumvented,O,O
.,O,O
I,O,O
can,O,O
say,O,O
no,O,O
more,O,O
",",O,O
but,O,O
you,O,O
must,O,O
provide,O,O
for,O,O
yourselffe,O,O
thear,O,O
",",O,O
or,O,O
yf,O,O
you,O,O
cannot,O,O
",",O,O
then,O,O
I,O,O
recken,O,O
I,O,O
can,O,O
provide,O,O
for,O,O
you,O,O
here,O,O
in,O,O
this,O,O
towng,O,O
by,O,O
means,O,O
of,O,O
iij,O,O
or,O,O
iiij,O,O
shippes,O,O
wiche,O,O
Hasby,O,O
and,O,O
his,O,O
company,O,O
hathe,O,O
taken,O,O
.,O,O
Write,O,O
me,O,O
what,O,O
waye,O,O
you,O,O
will,O,O
take,O,O
",",O,O
and,O,O
I,O,O
will,O,O
follow,O,O
your,O,O
advise,O,O
.,O,O
Seigneur,O,O
",",O,O
se,O,O
il,O,O
est,O,O
chosse,O,O
que,O,O
je,O,O
puisse,O,O
faire,O,O
",",O,O
mande,O,O
le,O,O
moy,O,O
",",O,O
et,O,O
je,O,O
le,O,O
feray,O,O
.,O,O
Seigneur,O,O
",",O,O
je,O,O
vous,O,O
prie,O,O
que,O,O
vieulles,O,O
achepeter,O,O
trois,O,O
de,O,O
mes,O,O
cedulle,O,O
",",O,O
chusqune,O,O
de,O,O
100li,O,O
seterlin,O,O
",",O,O
assavrir,O,O
unne,O,O
sur,O,O
Jan,O,O
Groussen,O,O
",",O,O
et,O,O
unne,O,O
sur,O,O
Tomas,O,O
Brounile,O,O
",",O,O
et,O,O
l'autre,O,O
sur,O,O
Josse,O,O
Secorre,O,O
et,O,O
Frere,O,O
",",O,O
et,O,O
je,O,O
vous,O,O
renvoiray,O,O
otant,O,O
a,O,O
rechevoir,O,O
",",O,O
pour,O,O
le,O,O
dit,O,O
jour,O,O
",",O,O
et,O,O
sinon,O,O
le,O,O
reprende,O,O
sur,O,O
moy,O,O
;,O,O
mes,O,O
je,O,O
espere,O,O
que,O,O
je,O,O
il,O,O
furniray,O,O
sans,O,O
fortune,O,O
;,O,O
partant,O,O
je,O,O
vous,O,O
prie,O,O
que,O,O
les,O,O
achaipt,O,O
et,O,O
paie,O,O
come,O,O
je,O,O
feroie,O,O
pour,O,O
vous,O,O
",",O,O
sy,O,O
me,O,O
le,O,O
mandies,O,O
;,O,O
pour,O,O
advis,O,O
.,O,O
I,O,O
receyved,O,O
youres,O,O
by,O,O
Cokyn,O,O
",",O,O
hertely,O,O
thanckyng,O,O
youe,O,O
for,O,O
your,O,O
jentill,O,O
remembrances,O,O
;,O,O
and,O,O
I,O,O
shall,O,O
desyre,O,O
youe,O,O
",",O,O
althowgh,O,O
ye,O,O
have,O,O
gyven,O,O
in,O,O
commission,O,O
to,O,O
your,O,O
servant,O,O
to,O,O
make,O,O
sale,O,O
of,O,O
all,O,O
the,O,O
wynes,O,O
",",O,O
savyng,O,O
x,O,O
tonnes,O,O
of,O,O
the,O,O
best,O,O
to,O,O
be,O,O
reservyd,O,O
for,O,O
fryndes,O,O
",",O,O
yet,O,O
I,O,O
shall,O,O
desyre,O,O
youe,O,O
that,O,O
ye,O,O
will,O,O
wrightt,O,O
hym,O,O
to,O,O
apoint,O,O
me,O,O
iiij,O,O
tonne,O,O
at,O,O
leest,O,O
",",O,O
well,O,O
soortted,O,O
with,O,O
som,O,O
colowrs,O,O
",",O,O
and,O,O
ij,O,O
tonnes,O,O
of,O,O
the,O,O
x,O,O
tonnes,O,O
reservyd,O,O
;,O,O
which,O,O
vj,O,O
tonne,O,O
I,O,O
woolld,O,O
send,O,O
for,O,O
to,O,O
Saint,B,O
Yves,I,O
",",O,O
to,O,O
perfforme,O,O
my,O,O
apointement,O,O
made,O,O
with,O,O
som,O,O
that,O,O
have,O,O
desyred,O,O
to,O,O
have,O,O
of,O,O
me,O,O
boothe,O,O
wynes,O,O
and,O,O
other,O,O
thynges,O,O
;,O,O
and,O,O
havyng,O,O
apointed,O,O
a,O,O
place,O,O
at,O,O
Sainct,B,O
Yves,I,O
",",O,O
where,O,O
as,O,O
well,O,O
these,O,O
wynes,O,O
as,O,O
other,O,O
thynges,O,O
when,O,O
God,O,O
sendes,O,O
them,O,O
shal,O,O
be,O,O
leyid,O,O
",",O,O
apon,O,O
your,O,O
answer,O,O
I,O,O
entend,O,O
to,O,O
send,O,O
one,O,O
of,O,O
myne,O,O
owne,O,O
servantes,O,O
to,O,O
Lynne,O,O
",",O,O
to,O,O
know,O,O
the,O,O
wye,O,O
and,O,O
to,O,O
receyve,O,O
the,O,O
wynes,O,O
afforsaid,O,O
",",O,O
that,O,O
the,O,O
may,O,O
be,O,O
the,O,O
perffaitter,O,O
in,O,O
usyng,O,O
these,O,O
thynges,O,O
that,O,O
by,O,O
Gode's,O,O
grace,O,O
shall,O,O
followe,O,O
.,O,O
Add,O,O
.,O,O
Unto,O,O
John,O,O
Johnson,O,O
",",O,O
marchant,O,O
off,O,O
the,O,O
Stapull,O,O
of,O,O
Callys,O,O
soit,O,O
donie,O,O
at,O,O
Polbrook,O,O
.,O,O
For,O,O
newes,O,O
",",O,O
you,O,O
shall,O,O
understond,O,O
that,O,O
this,O,O
day,O,O
I,O,O
have,O,O
ben,O,O
bold,O,O
to,O,O
move,O,O
my,O,O
maister,O,O
of,O,O
William,O,O
Stephins,O,O
',O,O
dispatche,O,O
",",O,O
at,O,O
the,O,O
great,O,O
sute,O,O
unto,O,O
me,O,O
made,O,O
on,O,O
his,O,O
wiffe's,O,O
behalf,O,O
and,O,O
her,O,O
frendes,O,O
hier,O,O
.,O,O
Wherin,O,O
I,O,O
have,O,O
found,O,O
him,O,O
very,O,O
gentill,O,O
",",O,O
as,O,O
he,O,O
is,O,O
ever,O,O
to,O,O
me,O,O
",",O,O
so,O,O
that,O,O
his,O,O
aunswer,O,O
was,O,O
that,O,O
he,O,O
knowith,O,O
well,O,O
that,O,O
the,O,O
Kinge's,O,O
Majestye,O,O
doeth,O,O
mynd,O,O
his,O,O
delyverance,O,O
",",O,O
and,O,O
therunto,O,O
he,O,O
will,O,O
move,O,O
his,O,O
grace,O,O
as,O,O
shortely,O,O
as,O,O
it,O,O
may,O,O
be,O,O
done,O,O
conveniently,O,O
;,O,O
but,O,O
nowe,O,O
great,O,O
buysines,O,O
of,O,O
Counsaile,O,O
doeth,O,O
let,O,O
him,O,O
",",O,O
for,O,O
the,O,O
Counsaile,O,O
doeth,O,O
sitt,O,O
dayly,O,O
",",O,O
and,O,O
th'Emperour's,O,O
Imbassadour,O,O
with,O,O
them,O,O
",",O,O
as,O,O
I,O,O
am,O,O
informed,O,O
.,O,O
(2,O,O
),O,O
Jhon,O,O
Coope,O,O
.,O,O
Rychard,O,O
Johnson,O,O
.,O,O
Be,O,O
yowers,O,O
to,O,O
comaund,O,O
",",O,O
Youres,O,O
to,O,O
his,O,O
small,O,O
power,O,O
",",O,O
In,O,O
my,O,O
lovyngest,O,O
maner,O,O
that,O,O
I,O,O
can,O,O
",",O,O
I,O,O
have,O,O
me,O,O
recommende,O,O
unto,O,O
youe,O,O
",",O,O
and,O,O
allso,O,O
unto,O,O
all,O,O
youer,O,O
lovyng,O,O
frendes,O,O
wheyre,O,O
you,O,O
are,O,O
",",O,O
lettyng,O,O
youe,O,O
to,O,O
understand,O,O
that,O,O
youer,O,O
bedffeylow,O,O
at,O,O
the,O,O
makyng,O,O
hearof,O,O
was,O,O
in,O,O
good,O,O
helthe,O,O
and,O,O
mere,O,O
",",O,O
wythall,O,O
owre,O,O
lovyng,O,O
frendes,O,O
here,O,O
",",O,O
thanckes,O,O
be,O,O
unto,O,O
God,O,O
.,O,O
But,O,O
I,O,O
thyncke,O,O
not,O,O
longe,O,O
",",O,O
for,O,O
I,O,O
trust,O,O
in,O,O
God,O,O
ye,O,O
shall,O,O
have,O,O
youer,O,O
bedffeylow,O,O
wyth,O,O
youe,O,O
at,O,O
Aloutyde,O,B
",",O,O
yf,O,O
God,O,O
sende,O,O
hus,O,O
here,O,O
any,O,O
good,O,O
marketes,O,O
",",O,O
as,O,O
I,O,O
trust,O,O
in,O,O
God,O,O
we,O,O
shall,O,O
have,O,O
",",O,O
for,O,O
syns,O,O
hys,O,O
commyng,O,O
ower,O,O
to,O,O
Calys,O,O
he,O,O
hathe,O,O
not,O,O
sold,O,O
one,O,O
fell,O,O
of,O,O
hys,O,O
own,O,O
",",O,O
nor,O,O
of,O,O
youer,O,O
oncle's,O,O
;,O,O
(1,O,O
),O,O
for,O,O
hereas,O,O
byn,O,O
so,O,O
myche,O,O
besones,O,O
be,O,O
reyson,O,O
of,O,O
the,O,O
wars,O,O
(2,O,O
),O,O
that,O,O
marchaundyse,O,O
ys,O,O
leyft,O,O
apart,O,O
",",O,O
God,O,O
mend,O,O
yt,O,O
wan,O,O
hys,O,O
pleysure,O,O
ys,O,O
.,O,O
Thys,O,O
week,O,O
we,O,O
do,O,O
loke,O,O
for,O,O
some,O,O
marchuntes,O,O
",",O,O
trustyng,O,O
in,O,O
God,O,O
that,O,O
youer,O,O
bedffeylow,O,O
wel,O,O
be,O,O
doing,O,O
with,O,O
them,O,O
",",O,O
and,O,O
than,O,O
ye,O,O
shall,O,O
have,O,O
hym,O,O
the,O,O
soner,O,O
wyth,O,O
youe,O,O
",",O,O
for,O,O
I,O,O
asuer,O,O
youe,O,O
he,O,O
thynketh,O,O
only,O,O
to,O,O
be,O,O
at,O,O
home,O,O
wyth,O,O
youe,O,O
",",O,O
as,O,O
ye,O,O
wold,O,O
have,O,O
hym,O,O
wyth,O,O
youe,O,O
.,O,O
479,O,O
.,O,O
ANTHONY,O,O
CAVE,O,O
TO,O,O
JOHN,O,O
JOHNSON,O,O
Your,O,O
loving,O,O
brother,O,O
",",O,O
728,O,O
.,O,O
RICHARD,O,O
SANDELL,O,O
TO,O,O
JOHN,O,O
JOHNSON,O,O
513,O,O
.,O,O
JOHN,O,O
TUPHOLME,O,O
TO,O,O
JOHN,O,O
JOHNSON,O,O
(3,O,O
),O,O
Perhaps,O,O
Sir,O,O
Richard,O,O
Wylcoke,O,O
.,O,O
After,O,O
harty,O,O
comendacions,O,O
(brother,O,O
),O,O
my,O,O
last,O,O
was,O,O
per,O,O
one,O,O
Shakkilton,O,O
",",O,O
a,O,O
grocer,O,O
of,O,O
this,O,O
Cite,O,O
",",O,O
cont,O,O
.,O,O
aunswer,O,O
to,O,O
every,O,O
point,O,O
of,O,O
your,O,O
last,O,O
befor,O,O
.,O,O
But,O,O
sins,O,O
I,O,O
have,O,O
youres,O,O
of,O,O
the,B,B
8th,I,I
of,I,I
this,I,I
present,I,I
",",O,O
which,O,O
is,O,O
to,O,O
long,O,O
to,O,O
aunswer,O,O
at,O,O
full,O,O
nowe,O,O
",",O,O
for,O,O
shortenes,O,O
of,O,O
tyme,O,O
",",O,O
howbeit,O,O
the,O,O
moost,O,O
necessarye,O,O
maters,O,O
I,O,O
will,O,O
touche,O,O
a,O,O
lytell,O,O
.,O,O
Wethers,O,O
you,O,O
have,O,O
in,O,O
all,O,O
xiiij^xx,O,O
and,O,O
xij,O,O
of,O,O
thevis,O,O
;,O,O
of,O,O
them,O,O
bought,O,O
sense,O,O
your,O,O
goyng,O,O
above,O,O
iiij^xx,O,O
.,O,O
If,O,O
Coke,O,O
com,O,O
he,O,O
shall,O,O
have,O,O
xij^xx,O,O
if,O,O
he,O,O
and,O,O
I,O,O
can,O,O
agre,O,O
",",O,O
but,O,O
he,O,O
shall,O,O
paie,O,O
att,O,O
viijs,O,O
a,O,O
shepe,O,O
.,O,O
John,O,O
Johnson,O,O
.,O,O
By,O,O
your,O,O
apprentice,O,O
",",O,O
331,O,O
JOHN,O,O
JOHNSON,O,O
TO,O,O
CHRISTOPHER,O,O
BRETEN,O,O
Newes,O,O
from,O,O
the,O,O
see,O,O
I,O,O
heare,O,O
none,O,O
as,O,O
yett,O,O
that,O,O
be,O,O
certain,O,O
",",O,O
butt,O,O
it,O,O
wil,O,O
not,O,O
be,O,O
long,O,O
yer,O,O
anny,O,O
will,O,O
come,O,O
",",O,O
for,O,O
the,O,O
Kinge's,O,O
Majestie,O,O
is,O,O
perfaictly,O,O
informed,O,O
that,O,O
the,B,B
5th,I,I
day,I,I
of,I,I
this,I,I
monneth,I,I
",",O,O
all,O,O
the,O,O
Frensshe,O,O
navie,O,O
shuld,O,O
be,O,O
in,O,O
redines,O,O
to,O,O
starte,O,O
abrode,O,O
.,O,O
I,O,O
suppose,O,O
all,O,O
shal,O,O
not,O,O
eskape,O,O
our,O,O
Englisshe,O,O
navie,O,O
",",O,O
the,O,O
good,O,O
Lorde's,O,O
will,O,O
be,O,O
done,O,O
in,O,O
everything,O,O
and,O,O
place,O,O
",",O,O
for,O,O
the,O,O
Counsaile,O,O
of,O,O
this,O,O
reaulme,O,O
do,O,O
gyve,O,O
men,O,O
moche,O,O
warening,O,O
of,O,O
Flanders,O,O
",",O,O
as,O,O
well,O,O
as,O,O
thay,O,O
do,O,O
provide,O,O
against,O,O
Frensshemen,O,O
.,O,O
(3b,O,O
),O,O
This,O,O
daye,O,O
I,O,O
am,O,O
going,O,O
into,O,O
Northamptonshyer,O,O
.,O,O
What,O,O
I,O,O
shall,O,O
doo,O,O
their,O,O
I,O,O
knowe,O,O
not,O,O
",",O,O
but,O,O
of,O,O
all,O,O
my,O,O
doyinges,O,O
you,O,O
shall,O,O
have,O,O
knowleage,O,O
with,O,O
spede,O,O
.,O,O
Thus,O,O
after,O,O
all,O,O
loving,O,O
comendacions,O,O
to,O,O
all,O,O
frendes,O,O
in,O,O
Calleis,O,O
",",O,O
as,O,O
well,O,O
as,O,O
if,O,O
I,O,O
rehersed,O,O
them,O,O
by,O,O
name,O,O
",",O,O
I,O,O
besieche,O,O
Almighty,O,O
God,O,O
to,O,O
kepe,O,O
you,O,O
in,O,O
welfaire,O,O
",",O,O
and,O,O
send,O,O
us,O,O
a,O,O
merry,O,O
meting,O,O
.,O,O
To,O,O
Master,O,O
Anthony,O,O
Cave,O,O
Cosyn,O,O
",",O,O
as,O,O
I,O,O
have,O,O
her,O,O
.,O,O
yow,O,O
for,O,O
more,O,O
mony,O,O
",",O,O
evyn,O,O
so,O,O
now,O,O
again,O,O
I,O,O
pray,O,O
yow,O,O
thatt,O,O
yow,O,O
wyll,O,O
as,O,O
shortly,O,O
as,O,O
you,O,O
may,O,O
have,O,O
covayance,O,O
",",O,O
to,O,O
send,O,O
xxli,O,O
or,O,O
more,O,O
.,O,O
good,O,O
for,O,O
the,O,O
accomplysshyng,O,O
hereof,O,O
",",O,O
and,O,O
i,O,O
will,O,O
do,O,O
the,O,O
best,O,O
thatt,O,O
lyethe,O,O
in,O,O
me,O,O
.,O,O
ys,O,O
all,O,O
bestowyd,O,O
and,O,O
more,O,O
.,O,O
.,O,O
.,O,O
thes,O,O
vj,O,O
days,O,O
.,O,O
As,O,O
for,O,O
the,O,O
.,O,O
I,O,O
have,O,O
allredy,O,O
provyded,O,O
.,O,O
as,O,O
yett,O,O
ernestyd,O,O
.,O,O
thatt,O,O
thatt,O,O
ys,O,O
to,O,O
.,O,O
soever,O,O
yet,O,O
shal,O,O
be,O,O
.,O,O
butt,O,O
under,O,O
.,O,O
att,O,O
the,O,O
lest,O,O
.,O,O
.,O,O
yn,O,O
I,O,O
trust,O,O
.,O,O
brother,O,O
Johnson,O,O
thowght,O,O
I,O,O
wryght,O,O
.,O,O
unto,O,O
hym,O,O
",",O,O
unto,O,O
whoom,O,O
I,O,O
preye,O,O
yow,O,O
to,O,O
have,O,O
me,O,O
hartely,O,O
recomendyd,O,O
.,O,O
To,O,O
Mr,O,O
.,O,O
Thomas,O,O
sBrudenell,O,O
",",O,O
All,O,O
soortes,O,O
off,O,O
wolles,O,O
be,O,O
here,O,O
vendable,O,O
",",O,O
for,O,O
none,O,O
is,O,O
lefft,O,O
unsold,O,O
but,O,O
Marche,O,O
and,O,O
Lymster,O,O
",",O,O
and,O,O
of,O,O
those,O,O
soertes,O,O
by,O,O
Whytsontyde,B,B
I,O,O
thynke,O,O
none,O,O
wyl,O,O
be,O,O
lefft,O,O
",",O,O
or,O,O
at,O,O
the,O,O
least,O,O
very,O,O
lyttell,O,O
.,O,O
Cottes,O,O
was,O,O
at,O,O
the,O,O
fyrst,O,O
most,O,O
desyred,O,O
and,O,O
sonest,O,O
sold,O,O
",",O,O
and,O,O
the,O,O
base,O,O
sortes,O,O
",",O,O
viz,O,O
.,O,O
Lynsey,O,O
and,O,O
Kesten,O,O
",",O,O
wold,O,O
have,O,O
bene,O,O
by,O,O
the,O,O
Hyghe,O,O
Duches,O,O
bought,O,O
at,O,O
hygher,O,O
prices,O,O
then,O,O
the,O,O
Hollanders,O,O
do,O,O
pay,O,O
",",O,O
and,O,O
therfore,O,O
to,O,O
write,O,O
youe,O,O
which,O,O
is,O,O
moste,O,O
vendable,O,O
I,O,O
cannot,O,O
.,O,O
Jhesus,B,O
anno,I,B
1546,I,I
",",I,I
the,I,I
last,I,I
in,I,I
Marche,I,I
",",O,O
at,O,O
London,O,O
.,O,O
This,O,O
day,O,O
from,O,O
Andwarpe,O,O
",",O,O
ar,O,O
arryved,O,O
my,O,O
maistere's,O,O
(1b,O,O
),O,O
paving-tyles,O,O
.,O,O
Thay,O,O
cost,O,O
delivered,O,O
on,O,O
bourd,O,O
the,O,O
shippe,O,O
(as,O,O
Robert,O,O
Androwe,O,O
writeth,O,O
),O,O
21li,O,O
4s,O,O
2d,O,O
.,O,O
My,O,O
maister,O,O
shall,O,O
be,O,O
informed,O,O
therof,O,O
.,O,O
Perchaunce,O,O
he,O,O
will,O,O
gyve,O,O
.,O,O
.,O,O
.,O,O
monny,O,O
for,O,O
them,O,O
;,O,O
if,O,O
he,O,O
do,O,O
",",O,O
it,O,O
wil,O,O
not,O,O
come,O,O
amisse,O,O
.,O,O
Mr,O,O
.,O,O
Johnson,O,O
",",O,O
After,O,O
my,O,O
most,O,O
hertye,O,O
commendacions,O,O
to,O,O
you,O,O
and,O,O
to,O,O
good,O,O
Mistres,O,O
Johnson,O,O
your,O,O
wif,O,O
",",O,O
with,O,O
your,O,O
good,O,O
brother,O,O
",",O,O
(1a,O,O
),O,O
thies,O,O
may,O,O
be,O,O
to,O,O
pray,O,O
you,O,O
to,O,O
delyver,O,O
the,O,O
letter,O,O
sent,O,O
to,O,O
you,O,O
with,O,O
thies,O,O
unto,O,O
one,O,O
William,O,O
James,O,O
",",O,O
dwellyng,O,O
in,O,O
Flete,O,O
Strete,O,O
nere,O,O
the,O,O
Whyte,O,O
Freres,O,O
",",O,O
draper,O,O
;,O,O
of,O,O
whom,O,O
I,O,O
pray,O,O
you,O,O
receyve,O,O
for,O,O
me,O,O
Liiijli,O,O
which,O,O
I,O,O
prayed,O,O
hym,O,O
to,O,O
receyve,O,O
of,O,O
on,O,O
Love,O,O
",",O,O
the,O,O
Kynge's,O,O
taker,O,O
",",O,O
who,O,O
owyth,O,O
me,O,O
the,O,O
same,O,O
for,O,O
oxen,O,O
",",O,O
and,O,O
the,O,O
same,O,O
money,O,O
I,O,O
pray,O,O
you,O,O
bryng,O,O
home,O,O
with,O,O
you,O,O
for,O,O
me,O,O
.,O,O
Also,O,O
I,O,O
pray,O,O
you,O,O
",",O,O
and,O,O
also,O,O
Mr,O,O
.,O,O
Johnson,O,O
your,O,O
brother,O,O
",",O,O
to,O,O
helpe,O,O
me,O,O
to,O,O
ij,O,O
hoggeshedes,O,O
of,O,O
good,O,O
Gascoyne,O,O
wyne,O,O
",",O,O
if,O,O
I,O,O
may,O,O
have,O,O
yt,O,O
for,O,O
vli,O,O
or,O,O
under,O,O
.,O,O
As,O,O
towchyng,O,O
my,O,O
goyng,O,O
to,O,O
Cales,O,O
",",O,O
I,O,O
will,O,O
now,O,O
abide,O,O
your,O,O
commyng,O,O
home,O,O
",",O,O
and,O,O
then,O,O
have,O,O
therin,O,O
yourgood,O,O
advice,O,O
",",O,O
God,O,O
willyng,O,O
",",O,O
Who,O,O
ever,O,O
kepe,O,O
you,O,O
.,O,O
From,O,O
Dene,O,O
thys,B,B
xxiij,I,B
daye,I,I
of,I,I
Marche.(2a),I,I
.,O,O
Add,O,O
.,O,O
To,O,O
my,O,O
trusty,O,O
and,O,O
beloved,O,O
frend,O,O
John,O,O
Johnsone,O,O
",",O,O
marchant,O,O
of,O,O
the,O,O
Staple,O,O
at,O,O
Calleis,O,O
",",O,O
be,O,O
this,O,O
yeven,O,O
at,O,O
Andwarpe,O,O
or,O,O
Calleis,O,O
.,O,O
Add,O,O
.,O,O
To,O,O
my,O,O
very,O,O
trustye,O,O
and,O,O
lovyng,O,O
frynd,O,O
John,O,O
Johnson,O,O
",",O,O
marchunt,O,O
off,O,O
the,O,O
Staple,O,O
at,O,O
Cales,O,O
",",O,O
delyver,O,O
per,O,O
George,O,O
Graunt,O,O
in,O,O
London,O,O
.,O,O
After,O,O
most,O,O
hartiest,O,O
recommendations,O,O
",",O,O
my,O,O
last,O,O
of,O,O
the,B,B
18,I,I
jour,I,I
present,I,O
I,O,O
send,O,O
yow,O,O
with,O,O
my,O,O
lettres,O,O
to,O,O
Rychard,O,O
Whethyll,O,O
",",O,O
the,O,O
same,O,O
cont,O,O
.,O,O
answere,O,O
of,O,O
youres,O,O
of,O,O
the,B,B
23,I,I
of,I,I
the,I,I
last,I,I
",",O,O
(1a,O,O
),O,O
to,O,O
wytt,O,O
",",O,O
that,O,O
I,O,O
can,O,O
fynde,O,O
no,O,O
sylke,O,O
here,O,O
so,O,O
whites,O,O
as,O,O
your,O,O
patron,O,O
.,O,O
Thomas,O,O
Marston,O,O
",",O,O
havyng,O,O
holpen,O,O
me,O,O
to,O,O
seeke,O,O
the,O,O
same,O,O
",",O,O
promysid,O,O
me,O,O
to,O,O
serve,O,O
you,O,O
of,O,O
as,O,O
good,O,O
at,O,O
London,O,O
",",O,O
wherfore,O,O
in,O,O
my,O,O
said,O,O
lettre,O,O
I,O,O
have,O,O
retornyd,O,O
yow,O,O
parte,O,O
of,O,O
the,O,O
same,O,O
patron,O,O
agayne,O,O
",",O,O
and,O,O
so,O,O
far,O,O
as,O,O
he,O,O
do,O,O
not,O,O
performe,O,O
his,O,O
promys,O,O
",",O,O
my,O,O
servis,O,O
shal,O,O
be,O,O
ready,O,O
to,O,O
bey,O,O
yow,O,O
the,O,O
best,O,O
I,O,O
can,O,O
gett,O,O
.,O,O
Your,O,O
armes,O,O
beyng,O,O
under,O,O
hande,O,O
ys,O,O
not,O,O
yet,O,O
all,O,O
fenyshid,O,O
;,O,O
yt,O,O
must,O,O
cost,O,O
1li,O,O
6s,O,O
8d,O,O
Fl.,O,O
",",O,O
etc,O,O
.,O,O
In,O,O
my,O,O
hartyste,O,O
maner,O,O
that,O,O
I,O,O
can,O,O
",",O,O
I,O,O
hartely,O,O
recomand,O,O
me,O,O
unto,O,O
youe,O,O
",",O,O
and,O,O
to,O,O
my,O,O
cossyn,O,O
yore,O,O
wyffe,O,O
",",O,O
glad,O,O
to,O,O
here,O,O
of,O,O
yore,O,O
good,O,O
helthe,O,O
",",O,O
etc,O,O
.,O,O
317,O,O
.,O,O
HENRY,O,O
SOUTHWICK,O,O
TO,O,O
JOHN,O,O
JOHNSON,O,O
Newes,O,O
",",O,O
I,O,O
have,O,O
nonoe,O,O
to,O,O
send,O,O
you,O,O
",",O,O
but,O,O
that,O,O
on,O,O
Fryday,O,O
next,O,O
(God,O,O
willing,O,O
),O,O
my,O,O
Lorde,O,O
of,O,O
Harthford,O,O
doeth,O,O
sett,O,O
forewardes,O,O
towardes,O,O
Scotland,O,O
",",O,O
with,O,O
a,O,O
great,O,O
compaignly,O,O
of,O,O
hoersemen,O,O
and,O,O
also,O,O
foetmen,O,O
",",O,O
the,O,O
lyving,O,O
Lorde,O,O
